title,actors
Lethal Weapon,Mel Gibson; Danny Glover; Gary Busey; Mitchell Ryan; Tom Atkins; Darlene Love; Traci Wolfe; Jackie Swanson; Damon Hines; Ebonie Smith
Lethal Weapon 2,Mel Gibson; Danny Glover; Joss Ackland; Patsy Kensit; Joe Pesci; Derrick O'Connor; Darlene Love; Traci Wolfe; Steve Kahan
Dark Angel,Dolph Lundgren; Brian Benben; Betsy Brantley; Matthias Hues; Jay Bilas; Jim Haynie; David Ackroyd; Sherman Howard; Sam Anderson
The Killing Time,Beau Bridges; Kiefer Sutherland; Wayne Rogers; Joe Don Baker; Camelia Kath; Janet Carroll; Michael Madsen; Shiri Appleby
Meet John Doe,Gary Cooper; Barbara Stanwyck; Edward Arnold; Walter Brennan; Spring Byington; James Gleason; Gene Lockhart; Rod La Rocque; Irving Bacon
Comes a Horseman,Jane Fonda; James Caan; Jason Robards; Richard Farnsworth; George Grizzard; Jim Davis; Mark Harmon; Macon McCalman; Basil Hoffman
Here Come the Girls,Bob Hope; Arlene Dahl; Rosemary Clooney; Tony Martin; Millard Mitchell; William Demarest; Fred Clark; Robert Strauss
"Arise, My Love",Claudette Colbert; Ray Milland; Dennis O'Keefe; Walter Abel; Dick Purcell; George Zucco; Frank Puglia; Esther Dale
Arsenic and Old Lace,Cary Grant; Josephine Hull; Jean Adair; John Alexander; Priscilla Lane; Peter Lorre; Raymond Massey; Jack Carson; Edward Everett Horton
Tiger Claws,Cynthia Rothrock; Jalal Merhi; Bolo Yeung; Ho Chow; Mo Chow; Robert Nolan; Kedar Brown; David Stevenson
Arthur,Dudley Moore; Liza Minnelli; John Gielgud; Geraldine Fitzgerald; Jill Eikenberry; Stephen Elliott; Ted Ross; Barney Martin; Thomas Barbour
Nightmare on the 13th Floor,Michele Greene; James Brolin; Louise Fletcher; Alan Fudge; John Karlen; Terri Treas; Alan Haufrect; Juliana Donald; Kerry Noonan
Meet Me after the Show,Betty Grable; Macdonald Carey; Rory Calhoun; Eddie Albert; Fred Clark; Lois Andrews; Irene Ryan; Steve Condos
Wyoming Mail,Stephen McNally; Alexis Smith; Howard Da Silva; Ed Begley; Dan Riss; Roy Roberts; Armando Silvestre; Whit Bissell
Assassination,Charles Bronson; Jill Ireland; Stephen Elliott; Jan Gan Boyd; Randy Brooks; James Lemp; Michael Ansara; James Staley; Kathryn Leigh Scott
The Killing of Sister George,Beryl Reid; Susannah York; Coral Browne; Ronald Fraser; Patricia Medina; Hugh Paddick; Cyril Delevanti; Sivi Aberg; William Beckley
Secret Sins of the Father,Beau Bridges; Lloyd Bridges; Lee Purcell; Frederick Coffin; Victoria Rowell; Patrika Darbo; Michael McManus; Ed Lauter; Bert Remsen; Mark L. Taylor
The Eiger Sanction,Clint Eastwood; George Kennedy; Vonetta McGee; Jack Cassidy; Heidi Brühl; Thayer David; Reiner Schöne; Michael Grimm
The Stone Killer,Charles Bronson; Martin Balsam; David Sheiner; Norman Fell; Jack Colvin; Paul Koslo; Stuart Margolin; Ralph Waite; Alfred Ryder
Friday the 13th: Part 2,Amy Steel; John Furey; Adrienne King; Kirsten Baker; Stuart Charno; Warrington Gillette; Walt Gorney; Marta Kober; Tom McBride; Bill Randolph
Ace in the Hole,Kirk Douglas; Jan Sterling; Robert Arthur; Porter Hall; Frank Cady; Richard Benedict; Ray Teal; Lewis Martin; John Berkes; Gene Evans
True Confessions,Robert De Niro; Robert Duvall; Cyril Cusack; Burgess Meredith; Kenneth McMillan; Charles Durning; Ed Flanders; Rose Gregorio; Dan Hedaya; Gwen Van Dam; Thomas Hill
Raid on Rommel,Richard Burton; John Colicos; Clinton Greyn; Wolfgang Preiss; Danielle De Metz; Karl-Otto Alberty; Christopher Cary; John Orchard; Brook Williams; Greg Mullavey; Ben Wright
Gog,Richard Egan; Constance Dowling; Herbert Marshall; John Wengraf; Philip Van Zandt; Valerie Vernon; Stephen Roberts; Byron Kane; David Alpert
Sailor Beware,Jerry Lewis; Dean Martin; Corinne Calvet; Marion Marshall; Robert Strauss; Leif Erickson; Don Wilson; Vince Edwards; Skip Homeier; Dan Barton
Grand Theft Auto,Ron Howard; Nancy Morgan; Marion Ross; Elizabeth Rogers; Barry Cahill; Rance Howard; Paul Linke; Don Steele; Peter Isacksen; Clint Howard
Dead Poets Society,Robin Williams; Robert Sean Leonard; Ethan Hawke; Josh Charles; James Waterston; Gale Hansen; Dylan Kussman; Allelon Ruggiero; Norman Lloyd; Kurtwood Smith; Carla Belver; Leon Pownell
Total Recall,Arnold Schwarzenegger; Sharon Stone; Rachel Ticotin; Ronny Cox; Michael Ironside; Marshall Bell; Mel Johnson jr.; Michael Champion; Roy Brocksmith; Ray Baker
Fatal Attraction,Michael Douglas; Glenn Close; Anne Archer; Ellen H. Latzen; Stuart Pankin; Ellen Foley; Fred Gwynne; Meg Mundy; Tom Brennan; Lois Smith; Mike Nussbaum
Delusion,Jim Metzler; Jennifer Rubin; Kyle Secor; Robert Costanzo; Jerry Orbach; Tracey Walter; Barbara Alyn Woods; Amanda Horan Kennedy; Angelina Fiordellisi
Avalanche Express,Robert Shaw; Lee Marvin; Maximilian Schell; Linda Evans; Horst Buchholz; Joe Namath; Mike Connors; Claudio Cassinelli; Kristina Nel; David Hess
The Ewok Adventure,Eric Walker; Warwick Davis; Fionnula Flanagan; Guy Boyd; Aubree Miller; Burl Ives; Daniel Frishman; Debbie Lee Carrington; Tony Cox; Kevin Thompson
The Poseidon Adventure,Gene Hackman; Ernest Borgnine; Red Buttons; Stella Stevens; Carol Lynley; Roddy McDowall; Shelley Winters; Jack Albertson; Pamela Sue Martin; Arthur O'Connell; Eric Shea
Desperate Journey,Errol Flynn; Ronald Reagan; Nancy Coleman; Raymond Massey; Alan Hale; Arthur Kennedy; Ronald Sinclair; Albert Bassermann; Sig Ruman; Patrick O'Moore; Felix Basch
Harem Holiday,Elvis Presley; Mary Ann Mobley; Fran Jeffries; Michael Ansara; Jay Novello; Phillip Reed; Theodore Marcuse; Billy Barty; Dirk Harvey; Jack Costanzo
The Wonderful World of the Brothers Grimm,Laurence Harvey; Karlheinz Böhm; Claire Bloom; Barbara Eden; Walter Slezak; Oskar Homolka; Arnold Stang; Martita Hunt; Betty Garde
The Adventures of Don Juan,Errol Flynn; Viveca Lindfors; Robert Douglas; Alan Hale; Romney Brent; Ann Rutherford; Robert Warwick; Jerry Austin; Douglas Kennedy
The Adventures of Huckleberry Finn,Eddie Hodges; Tony Randall; Buster Keaton; Archie Moore; Patty McCormack; Neville Brand; Mickey Shaughnessy; Judy Canova; Andy Devine
Mister Cory,Tony Curtis; Martha Hyer; Charles Bickford; Kathryn Grant; William Reynolds; Henry Daniell; Russ Morgan; Willis Bouchey
The New Adventures of Pippi Longstocking,Tami Erin; Eileen Brennan; Dennis Dugan; John Schuck; David Seaman; Cory Crow; Dianne Hull; George DiCenzo; J.D. Dickinson; Dick Van Patten
Below Zero,Stan Laurel; Oliver Hardy; Charlie Hall
Omar Khayyam,Cornel Wilde; Debra Paget; John Derek; Raymond Massey; Michael Rennie; Yma Sumac; Margaret Hayes; Joan Taylor; Sebastian Cabot; Perry Lopez
Only Angels Have Wings,Cary Grant; Jean Arthur; Richard Barthelmess; Rita Hayworth; Thomas Mitchell; Allyn Joslyn; Sig Ruman; Victor Kilian; John Carroll
Allan Quatermain and the Lost City of Gold,Richard Chamberlain; Sharon Stone; James Earl Jones; Henry Silva; Robert Donner; Larbi Doghmi; Aileen Marson; Cassandra Peterson; Martin Rabbett; Rory Kilalea
Plymouth Adventure,Spencer Tracy; Gene Tierney; Van Johnson; Leo Genn; Dawn Addams; Barry Jones; Lloyd Bridges; Noel Drayton; John Dehner; Tommy Ivo
Dodge City,Errol Flynn; Olivia de Havilland; Ann Sheridan; Bruce Cabot; Frank McHugh; Alan Hale; John Litel; Henry Travers; Henry O'Neill; Victor Jory
Escape to Burma,Robert Ryan; Barbara Stanwyck; David Farrar; Murvyn Vye; Lisa Montell; Robert Warwick; Reginald Denny; Robert Cabal; Peter Coe
Macao,Robert Mitchum; Jane Russell; William Bendix; Thomas Gomez; Gloria Grahame; Brad Dexter; Edward Ashley; Philip Ahn; Vladimir Sokoloff; Don Zelaya
The Return of Bad Men,Randolph Scott; Robert Ryan; Anne Jeffreys; Jacqueline White; George 'Gabby' Hayes; Steve Brodie; Tom Keene; Robert Bray; Lex Barker; Walter Reed
Two Mules for Sister Sarah,Clint Eastwood; Shirley MacLaine; Manolo Fabregas; Alberto Morin; Armando Silvestre; John Kelly; David Povall; Ada Carrasco
Baby Doll,Carroll Baker; Karl Malden; Eli Wallach; Mildred Dunnock; Lonny Chapman; Eades Hogue; Noah Williamson
Baby: Secret of the Lost Legend,William Katt; Sean Young; Patrick McGoohan; Julian Fellowes; Kyalo Mativo; Hugh Quarshie; Olu Jacobs; Eddie Tagoe; Edward Hardwicke
It's Alive!,John P. Ryan; Sharon Farrell; Andrew Duggan; Guy Stockwell; James Dixon; Michael Ansara; Robert Emhardt; William Wellman jr.; Shamus Locke
Bachelor Party,Tom Hanks; Tawny Kitaen; Adrian Zmed; George Grizzard; Barbara Stuart; Robert Prescott; William Tepper; Wendie Jo Sperber; Barry Diamond; Gary Grossman; Michael Dudikoff
"Kiss Me, Stupid",Kim Novak; Dean Martin; Ray Walston; Cliff Osmond; Henry Gibson; Felicia Farr; Barbara Pepper; Skip Ward; Doro Merande; Alice Pearce; Alan Dexter
Killer's Kiss,Frank Silvera; Jamie Smith; Irene Kane; Jerry Jarret; Mike Dana; Felice Orlandi; Shaun O'Brien; Barbara Brand; David Vaughan
Kiss of Death,Victor Mature; Richard Widmark; Brian Donlevy; Coleen Gray; Taylor Holmes; Howard Smith; Karl Malden; Anthony Ross
Cat People,Nastassja Kinski; Malcolm McDowell; John Heard; Annette O'Toole; Ruby Dee; Ed Begley jr.; Scott Paulin; Frankie Faison; Lynn Lowry; John Larroquette
Cat People,Simone Simon; Kent Smith; Tom Conway; Jack Holt; Jane Randolph
One Touch of Venus,Ava Gardner; Robert Walker; Tom Conway; Olga San Juan; Eve Arden; Dick Haymes; James Flavin; Sara Allgood
Kiss Me Deadly,Ralph Meeker; Albert Dekker; Cloris Leachman; Maxine Cooper; Paul Stewart; Juano Hernandez; Wesley Addy; Marian Carr; Strother Martin; Fortunio Bonanova; Jack Elam
Bad Boys,Sean Penn; Reni Santoni; Esai Morales; Ally Sheedy; Jim Moody; Eric Gurry; Clancy Brown; Robert Lee Rush; Alan Ruck; John Zenda
Thunder in the East,Alan Ladd; Deborah Kerr; Charles Boyer; Corinne Calvet; Cecil Kellaway; Marc Cavell; John Abbott; Philip Bourneuf; John Williams; Charles Lung; Leonard Carey
Lifeguard,Sam Elliott; Anne Archer; Kathleen Quinlan; Stephen Young; Parker Stevenson; Sharon Clark; Steve Burns; Lenka Peterson; George Wallace; Paul Kent; Susan Anderson
Thunder Bay,James Stewart; Joanne Dru; Gilbert Roland; Dan Duryea; Jay C. Flippen; Marcia Henderson; Robert Monet; Antonio Moreno; Harry Morgan; Fortunio Bonanova
The Whales of August,Lillian Gish; Bette Davis; Vincent Price; Ann Sothern; Harry Carey jr.; Frank Grimes; Margaret Ladd; Tisha Sterling; Mary Steenburgen
Ball of Fire,Gary Cooper; Barbara Stanwyck; Oskar Homolka; Dana Andrews; Henry Travers; S.Z. Sakall; Tully Marshall; Leonid Kinskey; Richard Haydn; Dan Duryea
Dances with Wolves,Kevin Costner; Graham Greene; Mary McDonnell; Rodney A. Grant; Floyd 'Red Crow' Westerman; Tantoo Cardinal; Robert Pastorelli; Charles Rocket; Maury Chaykin; Jimmy Herman; Michael Spears
Slow Dancing in the Big City,Paul Sorvino; Anne Ditchburn; Nicolas Coster; Anita Dangler; Thaao Penghlis; Linda Selman; Héctor Mercado; Dick Carballo; Jack Ramage
Paint Your Wagon,Lee Marvin; Clint Eastwood; Jean Seberg; Harve Presnell; Ray Walston; Tom Ligon; Alan Dexter; William O'Connell; Benny Baker; Alan Baxter
The Ballad of Gregorio Cortez,Edward James Olmos; James Gammon; Tom Bower; Bruce McGill; Brion James; Alan Vint; Timothy Scott; Pepe Serna; Michael McGuire; Rosanna DeSoto
Blowing Wild,Gary Cooper; Barbara Stanwyck; Anthony Quinn; Ruth Roman; Ward Bond; Ian McDonald; Richard Karlan; Juan García
Spaceballs,Mel Brooks; John Candy; Rick Moranis; Bill Pullman; Daphne Zuniga; Dick Van Patten; George Wyner; Michael Winslow; John Hurt; Sal Viscuso; Lorene Yarnell Jansson; Ronny Graham
Kids Like These,Tyne Daly; Richard Crenna; Martin Balsam; Paul Cavonis; Joey Chavez; Ja'net DuBois; Warde Q. Butler
The Golden Child,Eddie Murphy; Charlotte Lewis; Charles Dance; J.L. Reate; Victor Wong; Randall 'Tex' Cobb; James Hong; Shakti Chen; Tau Logo; Tiger Chung Lee; Peter Kwong; Eric Douglas
Cherry 2000,Melanie Griffith; David Andrews; Pamela Gidley; Ben Johnson; Tim Thomerson; Harry Carey jr.; Laurence Fishburne; Brion James; Marshall Bell
Band of Angels,Clark Gable; Yvonne De Carlo; Sidney Poitier; Efrem Zimbalist jr.; Rex Reason; Patric Knowles; Torin Thatcher; Andrea King; Ray Teal; Russell Evans
Ten Wanted Men,Randolph Scott; Jocelyn Brando; Richard Boone; Alfonso Bedoya; Donna Martell; Skip Homeier; Clem Bevans; Leo Gordon; Minor Watson; Lester Matthews; Tom Powers; Dennis Weaver; Lee Van Cleef
Highway 301,Steve Cochran; Virginia Grey; Edmond Ryan; Robert Webber; Gaby André; Wally Cassell; Aline Towne; Richard Egan; Edward Norris
Eddie and the Cruisers,Tom Berenger; Michael Paré; Joe Pantoliano; Ellen Barkin; Matthew Laurance; Helen Schneider; David Wilson; Michael 'Tunes' Antunes; Kenny Vance; John Stockwell
Edge of Darkness,Errol Flynn; Ann Sheridan; Walter Huston; Nancy Coleman; Helmut Dantine; Judith Anderson; Ruth Gordon; John Beal; Morris Carnovsky; Charles Dingle
The Great Jewel Robber,David Brian; Marjorie Reynolds; John Archer; Jacqueline deWit; Perdita Chandler; Stanley Church; Alix Talton
A Slight Case of Murder,Edward G. Robinson; Jane Bryan; Willard Parker; Allen Jenkins; Ruth Donnelly; John Litel; Edward Brophy; Harold Huber; Eric Stanley
Bandolero!,James Stewart; Dean Martin; Raquel Welch; George Kennedy; Andrew Prine; Will Geer; Clint Ritchie; Denver Pyle; Tom Heaton; Rudy Diaz
Yellowbeard,Graham Chapman; Peter Boyle; Marty Feldman; Eric Idle; Cheech Marin; Tommy Chong; Peter Cook; Martin Hewitt; Michael Hordern; Madeline Kahn; James Mason; John Cleese
Von Richthofen and Brown,John Phillip Law; Don Stroud; Barry Primus; Corin Redgrave; Karen Ericson; Hurd Hatfield; Stephen McHattie; Brian Foley; Robert La Tourneaux; Peter Masterson; Clint Kimbrough
Barquero!,Lee Van Cleef; Warren Oates; Forrest Tucker; Kerwin Mathews; Mariette Hartley; Marie Gomez; Armando Silvestre; John Davis Chandler; Craig Littler
Ice Station Zebra,Rock Hudson; Patrick McGoohan; Ernest Borgnine; Jim Brown; Tony Bill; Lloyd Nolan; Alf Kjellin; Gerald S. O'Loughlin; Ted Hartley; Murray Rose
Knock on any Door,Humphrey Bogart; John Derek; George Macready; Allene Roberts; Candy Toxton; Mickey Knox; Barry Kelley
Battleground,Van Johnson; John Hodiak; Ricardo Montalban; Don Taylor; George Murphy; Marshall Thompson; Jerome Courtland; Bruce Cowling; James Whitmore; Douglas Fowley; Leon Ames
Bat* 21,Gene Hackman; Danny Glover; Jerry Reed; David Marshall Grant; Clayton Rohner; Erich Anderson; Joe Dorsey; Michael Ng; Theodore Chan Woei-Shyong
Bataan,Robert Taylor; George Murphy; Robert Walker; Lloyd Nolan; Thomas Mitchell; Lee Bowman; Desi Arnaz; Barry Nelson; Phillip Terry
Batman,Jack Nicholson; Michael Keaton; Kim Basinger; Jack Palance; Robert Wuhl; Pat Hingle; Billy Dee Williams; Michael Gough; Jerry Hall; Tracey Walter
Battle of the Rogue River,George Montgomery; Richard Denning; Martha Hyer; John Crawford; Emory Parnell; Michael Granger; Freeman Morse; William Bryant; Charles Evans; Lee Roberts
Midway,Charlton Heston; Henry Fonda; James Coburn; Toshiro Mifune; Robert Mitchum; Glenn Ford; Hal Holbrook; Cliff Robertson; Robert Wagner; Robert Webber; Ed Nelson; James Shigeta; Christina Kokubo
Saved by the Bell: Hawaiian Style,Mark-Paul Gosselaar; Mario Lopez; Dustin Diamond; Tiffani Thiessen; Elizabeth Berkley; Lark Voorhies; Rena Sofer; Dan Gauthier; Dennis Haskins; Dean Jones; Victor Brandt
Funny About Love,Gene Wilder; Christine Lahti; Mary Stuart Masterson; Stephen Tobolowsky; Robert Prosky; Anne Jackson; Susan Ruttan; Jean De Baer; David Margulies
Beetlejuice,Alec Baldwin; Geena Davis; Michael Keaton; Winona Ryder; Catherine O'Hara; Jeffrey Jones; Glenn Shadix; Sylvia Sydney; Annie McEnroe; Adelle Lutz; Robert Goulet; Dick Cavett; Susan Kellermann; Maree Cheatham
A Fine Mess,Ted Danson; Howie Mandel; Richard Mulligan; Stuart Margolin; Maria Conchita Alonso; Jennifer Edwards; Paul Sorvino; Rick Ducommun; Keye Luke; Ed Herlihy
The Believers,Martin Sheen; Helen Shaver; Harley Cross; Robert Loggia; Elizabeth Wilson; Harris Yulin; Lee Richardson; Richard Masur; Carla Pinza; Jimmy Smits
Cannon Movie Tales: Sleeping Beauty,Morgan Fairchild; Tahnee Welch; Kenny Baker; David Holliday; Nicholas Clay; Sylvia Miles; Shaike Ophir; Jane Wiedlin
The Matchmaker,Shirley MacLaine; Shirley Booth; Anthony Perkins; Paul Ford; Robert Morse; Perry Wilson; Wallace Ford; Russell Collins; Rex Evans
The Marrying Man,Kim Basinger; Alec Baldwin; Robert Loggia; Elisabeth Shue; Armand Assante; Paul Reiser; Fisher Stevens; Peter Dobson; Steve Hytner; Jeremy Roberts
Shattered Image,Bo Derek; John Savage; Jack Scalia; Dorian Harewood; Ramón Franco; Michael Harris; David McCallum; Carol Lawrence; Sully Diaz
Silk Stockings,Cyd Charisse; Fred Astaire; Peter Lorre; Jules Munshin; Janis Paige; George Tobias; Joseph Buloff
The Belle of New York,Fred Astaire; Vera-Ellen; Marjorie Main; Keenan Wynn; Alice Pearce; Clinton Sundberg; Gale Robbins
Beauty and the Beast,Rebecca De Mornay; John Savage; Yossi Graber; Michael Schneider; Carmela Marner; Ruth Harlap; Joseph Bee; Jack Messinger; Tzipi Mor
Pretty in Pink,Molly Ringwald; Andrew McCarthy; Harry Dean Stanton; Jon Cryer; James Spader; Annie Potts; Jim Haynie; Alexa Kenin; Kate Vernon; Andrew Dice Clay; Gina Gershon
She Couldn't Say No,Jean Simmons; Robert Mitchum; Arthur Hunnicutt; Edgar Buchanan; Wallace Ford; Raymond Walburn; Jimmy Hunt; Ralph Dumke; Hope Landin
Bathing Beauty,Esther Williams; Red Skelton; Basil Rathbone; Bill Goodwin; Jean Porter; Nana Bryant; Carlos Ramirez; Ethel Smith; Lina Romay
My Own Private Idaho,River Phoenix; Keanu Reeves; James Russo; Chiara Caselli; William Richert; Rodney Harvey; Michael Parker; Jessie Thomas; Flea; Grace Zabriskie; Udo Kier
Track of the Cat,Robert Mitchum; Teresa Wright; Diana Lynn; Tab Hunter; Beulah Bondi; Philip Tonge; William Hopper
Ben Hur,Charlton Heston; Stephen Boyd; Jack Hawkins; Hugh Griffith; Haya Harareet; Martha Scott; Cathy O'Donnell; Sam Jaffe; Finlay Currie; Frank Thring
Bed of Lies,Susan Dey; Chris Cooper; Fred Dalton Thompson; G.W. Bailey; John Anderson; Tom Nolan; Mary Kay Place; Tony Frank
Hello Again,Shelley Long; Judith Ivery; Gabriel Byrne; Corbin Bernsen; Sela Ward; Austin Pendleton; Carrie Nye; Madeleine Potter; Thor Fields
The Song of Bernadette,Jennifer Jones; William Eythe; Charles Bickford; Vincent Price; Lee J. Cobb; Gladys Cooper; Anne Revere; Roman Bohnen; Mary Anderson; Patricia Morison; Aubrey Mather; Charles Dingle
The Green Berets,John Wayne; David Janssen; Jim Hutton; Aldo Ray; Raymond St. Jacques; Bruce Cabot; Jack Soo; George Takei; Patrick Wayne; Luke Askew; Irene Tsu
Targets,Boris Karloff; Tim O'Kelly; Peter Bogdanovich; James Brown; Nancy Hsueh; Sandy Baron; Arthur Peterson; Mary Jackson; Tanya Morgan; Monte Landis
The Tall Target,Dick Powell; Adolphe Menjou; Paula Raymond; Marshall Thompson; Ruby Dee; Richard Rober; Leif Erickson; Will Geer; Florence Bates
Number One with a Bullet,Robert Carradine; Billy Dee Williams; Valerie Bertinelli; Peter Graves; Doris Roberts; Bobby Di Cicco; Ray Girardin; Barry Sattels; Mykelti Williamson; Jon Gries
Best Seller,James Woods; Brian Dennehy; Paul Shenar; Victoria Tennant; Allison Balson; George Coe; Anne Pitoniak; Mary Carver; Sully Boyar; Kathleen Lloyd
Human Desire,Glenn Ford; Gloria Grahame; Broderick Crawford; Kathleen Case; Edgar Buchanan; Peggy Maley; Diane DeLaire; Grandon Rhodes
Beverly Hills Cop II,Eddie Murphy; Brigitte Nielsen; Judge Reinhold; Jürgen Prochnow; Ronny Cox; John Ashton; Allen Garfield; Dean Stockwell; Paul Reiser; Gilbert R. Hill; Paul Guilfoyle
Beverly Hills Cop,Eddie Murphy; Lisa Eilbacher; Judge Reinhold; John Ashton; Ronny Cox; Steven Berkoff; James Russo; Jonathan Banks; Stephen Elliott; Gilbert R. Hill; Paul Reiser
White Christmas,Bing Crosby; Danny Kaye; Rosemary Clooney; Vera-Ellen; Dean Jagger; Mary Wickes; John Brascia; Anne Whitfield
Big,Tom Hanks; Elizabeth Perkins; Robert Loggia; John Heard; Jon Lovitz; David Moscow; Jared Rushton; Mercedes Ruehl; Josh Clark; Kimberlee M. Davis
The Big Easy,Dennis Quaid; Ellen Barkin; Ned Beatty; John Goodman; Lisa Jane Persky; Ebbe Roe Smith; Tom O'Brien; Charles Ludlam; Grace Zabriskie; Marc Lawrence; Solomon Burke
Harry and the Hendersons,John Lithgow; Melinda Dillon; Don Ameche; Margaret Langrick; Joshua Rudoy; Kevin Peter Hall; David Suchet; Lainie Kazan; M. Emmet Walsh; William Ontiveros
